AABL_correct,refactored_correct
72,77
73,78
73,78
74,79
75,80
76,81
76,81
76,81
77,82
78,83
79,84
80,85
81,86
82,87
82,87
83,88
84,89
84,89
85,90
86,91
87,92
88,93
89,94
90,95
91,96
91,96
92,97
92,97
93,98
94,99
95,100
96,101
97,102
98,103
99,104
100,105
101,106
102,107
103,108
103,108
104,109
104,109
104,109
104,109
104,109
105,110
106,111
107,112
108,113
109,114
110,115
111,116
112,117
112,117
112,117
113,118
113,118
113,118
114,119
115,120
116,121
117,121
118,122
119,123
0,0
0,0
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
4,3
4,4
4,5
4,5
4,5
4,5
4,5
4,5
5,6
5,6
6,7
6,7
7,8
7,8
7,8
7,8
7,8
7,9
7,9
7,9
8,9
8,9
9,9
10,10
10,10
10,10
11,11
12,12
12,12
12,12
12,12
13,13
13,13
13,13
14,14
15,14
16,15
16,15
17,16
18,17
19,18
20,19
21,20
21,20
21,20
22,21
22,21
22,21
22,21
23,22
24,23
24,23
25,24
25,24
25,24
25,24
26,25
27,26
28,27
29,28
29,28
30,29
31,30
32,31
32,31
32,31
33,32
34,33
34,33
35,34
35,34
36,35
36,35
37,36
38,37
39,38
40,39
40,39
40,39
41,40
42,41
43,42
43,42
44,43
45,44
46,45
46,45
47,46
47,46
48,47
49,48
50,49
50,49
51,50
51,50
52,51
52,51
53,52
54,53
55,54
55,54
55,54
56,55
56,55
56,55
57,56
58,57
59,58
60,59
60,59
60,59
61,60
62,61
63,62
64,63
64,63
64,63
65,64
66,65
67,66
68,67
69,68
70,69
70,69
71,70
71,70
71,70
72,71
73,72
74,73
75,74
76,75
77,76
78,77
79,78
80,79
81,80
82,81
83,82
83,82
84,83
85,84
86,85
87,86
88,87
89,88
90,89
90,89
91,90
92,91
93,92
94,93
95,94
96,95
97,96
97,96
98,97
99,98
100,99
101,100
102,101
103,102
104,103
105,104
105,104
106,105
106,105
107,106
108,107
109,108
109,108
110,109
111,110
112,111
113,112
113,112
114,113
115,114
115,114
116,115
117,116
118,117
119,118
120,119
121,120
122,121
123,122
0,0
0,0
0,0
1,1
1,2
1,2
1,2
2,2
2,2
2,2
2,2
3,2
4,2
5,2
5,2
5,2
5,2
6,3
7,3
8,4
8,4
8,4
8,4
9,4
10,5
10,6
10,6
11,7
11,7
11,7
11,7
12,8
12,9
12,9
12,9
13,10
14,11
15,11
15,11
16,11
16,11
16,11
16,11
16,11
17,11
17,12
18,12
19,12
20,13
21,13
21,13
22,14
23,15
23,15
23,15
23,15
23,15
23,15
23,15
24,16
25,17
25,17
25,17
25,17
26,18
27,19
27,19
28,20
29,21
30,22
31,23
31,23
32,24
33,25
33,25
33,25
33,25
33,25
33,25
34,26
35,27
36,28
36,28
36,28
37,29
38,30
38,30
38,30
39,31
39,31
39,31
40,32
40,32
41,33
41,33
42,34
43,35
44,36
44,36
45,37
45,37
46,38
47,39
48,40
49,41
49,41
50,42
51,43
52,44
53,45
53,45
54,46
55,47
55,47
56,48
57,49
58,50
59,51
59,51
60,52
61,53
62,54
63,55
64,56
65,57
66,58
67,59
67,59
68,60
69,61
69,61
70,62
71,63
72,64
72,64
73,65
73,65
74,66
75,67
76,68
76,68
77,69
78,70
79,71
80,72
81,73
81,73
82,74
83,75
84,76
85,77
86,78
86,78
87,79
88,80
89,81
90,82
90,82
90,82
91,83
92,84
93,85
94,86
95,87
96,88
97,89
97,89
97,89
97,89
98,90
98,90
99,91
100,92
101,93
102,94
103,95
103,95
103,95
104,96
105,97
106,98
107,99
108,100
109,101
110,102
111,103
112,104
113,105
113,105
114,106
115,107
116,108
117,109
117,109
118,110
119,111
119,111
120,112
121,113
122,114
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,0
2,0
2,0
3,0
4,0
5,1
5,1
6,2
7,3
7,3
7,4
7,4
7,4
7,4
7,5
7,5
8,6
8,7
8,7
8,7
8,7
8,8
8,8
8,8
8,8
8,9
9,9
9,10
9,10
9,10
10,11
10,11
11,12
11,12
12,13
13,13
14,13
15,13
16,14
17,14
17,14
18,14
19,15
20,16
21,17
21,17
22,18
22,18
23,19
23,19
24,20
25,21
26,22
27,23
27,23
28,24
29,25
29,25
29,25
29,25
29,25
30,26
30,26
31,27
32,28
33,29
34,30
35,31
35,31
35,31
36,32
37,33
38,34
38,34
39,35
40,36
41,37
41,37
41,37
41,37
41,37
41,37
42,38
42,38
43,39
44,40
45,41
46,42
47,43
48,44
48,44
49,45
49,45
50,46
51,47
51,47
52,48
53,49
54,50
55,51
56,52
57,53
58,54
59,55
60,56
61,57
61,57
62,58
62,58
63,59
64,60
64,60
65,61
65,61
66,62
67,63
68,64
69,65
70,66
71,67
71,67
72,68
72,68
72,68
72,68
72,68
73,69
74,70
75,71
76,72
77,73
77,73
77,73
78,74
79,75
79,75
80,76
81,77
81,77
82,78
82,78
83,79
84,80
84,80
84,80
85,81
86,82
87,83
88,84
89,85
90,86
91,87
92,88
92,88
93,89
94,90
95,91
96,92
96,92
97,93
98,94
99,95
100,96
101,97
102,98
102,98
103,99
104,100
104,100
105,101
106,102
107,103
108,104
109,105
110,106
111,107
111,107
112,108
112,108
112,108
113,109
114,110
115,111
116,112
117,113
118,114
119,115
120,116
121,117
122,118
123,119
124,120
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
2,2
3,2
3,2
3,3
3,4
4,5
4,6
5,7
5,7
5,8
6,9
6,9
6,9
6,9
7,10
7,10
7,10
8,11
8,11
9,12
10,13
10,13
10,13
11,14
11,14
12,15
13,16
14,16
14,16
14,16
14,16
14,16
14,16
15,17
15,17
15,17
15,17
15,17
16,17
17,18
18,18
19,18
19,18
20,19
21,20
21,20
22,21
22,21
23,21
23,21
24,22
25,23
26,24
27,24
27,24
28,24
29,25
30,26
31,27
32,27
33,27
34,28
35,29
35,29
36,30
37,31
38,32
39,33
40,34
40,34
40,34
41,35
42,36
42,36
42,36
43,37
44,38
45,39
46,40
47,41
48,42
49,43
50,44
51,45
51,45
52,46
52,46
52,46
53,47
53,47
54,48
55,49
56,50
57,51
58,52
59,53
59,53
60,54
60,54
61,55
62,56
63,57
64,58
64,58
65,59
65,59
66,60
66,60
66,60
67,61
67,61
68,62
69,63
70,64
71,65
72,66
73,67
74,68
74,68
75,69
76,70
76,70
77,71
78,72
79,73
79,73
80,74
81,75
82,76
82,76
83,77
84,78
85,79
86,80
87,81
88,82
89,83
90,84
91,85
92,86
93,87
93,87
94,88
95,89
96,90
97,91
98,92
99,93
100,94
101,95
101,95
102,96
102,96
103,97
104,98
104,98
105,99
106,100
107,101
108,102
109,103
110,104
111,105
112,106
113,107
114,108
115,109
116,110
116,110
116,110
116,110
117,111
118,112
119,113
119,113
120,114
121,115
122,116
123,117
124,118
125,119
126,120
127,121
128,122
129,123
130,124
131,125
131,125
132,126
133,127
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,2
1,3
1,3
2,3
3,3
3,3
3,3
3,3
3,3
3,4
4,4
4,4
4,4
5,5
5,5
6,5
6,5
6,6
6,7
7,7
7,7
7,8
7,8
7,9
7,9
8,9
8,9
8,9
9,10
10,11
11,12
11,12
12,12
13,12
13,12
14,13
15,14
15,14
15,14
16,15
16,15
17,16
17,16
18,17
19,18
19,18
20,19
20,19
21,20
22,21
22,21
23,22
23,22
23,22
24,23
24,23
25,24
25,24
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
33,32
33,32
33,32
34,33
34,33
35,34
36,35
36,35
37,36
38,37
39,38
39,38
40,39
41,40
42,41
43,42
43,42
44,43
45,44
46,45
47,46
47,46
47,46
47,46
48,47
49,48
50,49
51,50
52,51
53,52
53,52
54,53
54,53
55,54
56,55
56,55
57,56
58,57
58,57
59,58
59,58
60,59
61,60
62,61
63,62
64,63
65,64
66,65
67,66
67,66
68,67
69,68
70,69
71,70
71,70
72,71
73,72
74,73
75,74
76,75
77,76
77,76
78,77
79,78
80,79
81,80
81,80
82,81
83,82
84,83
84,83
85,84
86,85
86,85
86,85
86,85
87,86
88,87
89,88
90,89
90,89
91,90
92,91
93,92
94,93
95,94
96,95
97,96
98,97
99,98
99,98
99,98
100,99
100,99
101,100
102,101
103,102
104,103
105,104
105,104
106,105
107,106
107,106
108,107
108,107
108,107
109,108
110,109
111,110
112,111
113,112
114,113
115,114
116,115
117,116
118,117
119,118
120,119
121,120
122,121
122,121
123,122
124,123
125,124
126,125
127,126
128,127
0,0
0,0
0,0
1,1
1,1
2,2
3,3
4,4
5,5
6,6
6,6
7,7
7,7
7,7
8,7
8,7
8,7
8,8
9,9
10,10
10,10
10,10
10,10
11,11
12,12
12,12
12,13
13,14
13,14
14,14
15,14
15,14
16,15
17,16
17,16
17,16
18,17
18,17
19,18
20,18
21,19
22,20
22,20
23,21
23,21
23,21
23,21
23,21
24,22
25,23
26,24
27,25
28,26
29,26
30,27
30,27
31,28
32,29
33,30
33,30
34,31
35,32
35,32
36,33
37,34
38,35
38,35
39,36
39,36
39,36
40,37
41,38
41,38
42,39
43,40
43,40
44,41
44,41
45,42
46,43
47,44
48,45
49,46
50,47
50,47
51,48
51,48
51,48
51,48
52,49
52,49
53,50
54,51
55,52
56,53
57,54
58,55
59,56
60,57
61,58
62,59
63,60
64,61
65,62
66,63
67,64
68,65
69,66
70,67
70,67
71,68
71,68
72,69
73,70
73,70
73,70
73,70
74,71
75,72
76,73
77,74
77,74
78,75
79,76
80,77
81,78
82,79
82,79
83,80
84,81
85,82
85,82
86,83
86,83
86,83
87,84
88,85
89,86
90,87
90,87
91,88
91,88
92,89
93,90
93,90
94,91
95,92
96,93
97,94
97,94
98,95
99,96
100,97
100,97
101,98
101,98
102,99
102,99
103,100
103,100
104,101
105,102
106,103
107,104
108,105
109,106
110,107
110,107
111,108
111,108
112,109
113,110
113,110
114,111
115,112
116,113
117,114
118,115
118,115
119,116
120,117
120,117
121,118
122,119
122,119
122,119
123,120
124,121
125,122
125,122
126,123
126,123
127,124
128,125
128,125
129,126
130,127
130,127
131,128
132,129
0,0
0,0
0,0
0,0
0,0
0,1
0,1
0,1
0,1
0,2
0,2
1,2
1,2
1,2
1,2
2,3
2,3
3,3
3,3
4,4
4,4
4,4
4,4
4,5
4,5
5,5
5,5
6,6
7,7
7,7
8,8
9,9
9,9
10,9
11,10
12,10
12,10
13,10
13,10
13,10
13,10
13,11
14,11
15,12
15,12
16,13
17,13
18,14
19,14
20,15
21,16
21,16
22,17
22,17
22,17
23,18
23,18
24,19
25,20
26,21
27,22
27,22
28,23
29,24
30,25
30,25
31,26
31,26
31,26
32,27
33,28
34,29
34,29
35,30
35,30
36,31
36,31
37,32
37,32
38,33
39,34
39,34
40,35
41,36
42,37
42,37
43,38
44,39
44,39
44,39
44,39
44,39
44,39
45,40
45,40
46,41
47,42
48,43
49,44
50,45
50,45
50,45
51,46
52,47
53,48
53,48
54,49
54,49
54,49
54,49
55,50
56,51
56,51
57,52
58,53
59,54
60,55
61,56
62,57
63,58
64,59
65,60
66,61
67,62
67,62
68,63
69,64
69,64
69,64
70,65
71,66
72,67
73,68
74,69
75,70
75,70
76,71
77,72
78,73
79,74
79,74
80,75
81,76
82,77
83,78
84,79
84,79
85,80
86,81
87,82
88,83
89,84
90,85
91,86
92,87
93,88
93,88
94,89
95,90
96,91
97,92
98,93
99,94
100,95
101,96
102,97
103,98
104,99
105,100
106,101
107,102
108,103
109,104
110,105
111,106
112,107
113,108
114,109
114,109
115,110
116,111
117,112
118,113
118,113
119,114
120,115
121,116
122,117
123,118
124,119
124,119
124,119
125,120
125,120
126,121
127,122
128,123
129,124
130,125
131,126
0,0
0,0
0,1
0,1
1,2
1,2
1,2
1,2
2,3
3,4
3,5
3,5
3,5
3,5
3,5
4,6
5,7
5,7
6,7
6,7
7,8
8,9
8,9
9,10
10,11
11,11
11,11
11,11
12,12
13,12
13,12
14,12
15,12
15,12
15,12
15,12
16,13
17,13
18,13
19,13
20,13
20,13
21,14
22,15
22,16
23,17
24,18
25,18
26,18
27,19
27,19
28,20
28,20
28,20
29,20
29,20
30,21
30,21
30,21
30,21
31,22
31,22
32,23
32,23
32,23
32,23
32,23
32,23
33,24
34,25
35,26
36,27
36,27
37,28
38,29
38,29
39,30
40,31
40,31
41,32
41,32
41,32
42,33
43,34
43,34
44,35
44,35
45,36
46,37
47,38
48,39
49,40
50,41
50,41
51,42
51,42
52,43
53,44
53,44
54,45
54,45
55,46
55,46
56,47
57,48
58,49
59,50
60,51
61,52
62,53
63,54
64,55
65,56
66,57
67,58
68,59
69,60
69,60
70,61
70,61
71,62
72,63
73,64
74,65
75,66
76,67
77,68
78,69
79,70
80,71
80,71
81,72
82,73
82,73
83,74
84,75
85,76
86,77
86,77
87,78
87,78
88,79
89,80
90,81
91,82
92,83
92,83
92,83
93,84
94,85
95,86
95,86
95,86
96,87
97,88
97,88
97,88
98,89
99,90
99,90
100,91
101,92
101,92
102,93
103,94
104,95
105,96
106,97
107,98
108,99
109,100
110,101
111,102
112,103
113,104
114,105
115,106
116,107
116,107
117,108
118,109
119,110
120,111
120,111
121,112
122,113
123,114
124,115
125,116
126,117
127,118
128,119
129,120
130,121
130,121
131,122
132,123
133,124
134,125
135,126
